"Project name","YiQi"
"Date range","06/01/2026 12:00 AM - 06/30/2026 11:59 PM"


"Metric","Sessions"
"","Total sessions","510"
"","Bot sessions","563"

"Metric","Pages per session"
"","Average","2.1215686274509804"

"Metric","Scroll depth"
"","Average","50.61"

"Metric","Active time spent"
"","Active time","124"
"","Total time","526"

"Metric","Users overview"
"","Unique users","284"
"","Sessions with new users","307"
"","Sessions with returning users","203"

"Metric","Insights","No. of sessions","% of sessions"
"","Rage clicks","0","0%"
"","Dead click","37","7.25%"
"","Excessive scrolling","0","0%"
"","Quick back click","54","10.59%"

"Metric","Browsers","No. of sessions","% of sessions"
"","Chrome","365","71.57%"
"","MobileSafari","56","10.98%"
"","InstagramApp","30","5.88%"
"","ChromeMobile","21","4.12%"
"","Edge","14","2.75%"
"","FacebookApp","11","2.16%"
"","Safari","5","0.98%"
"","Firefox","4","0.78%"
"","Unknown","1","0.20%"
"","Opera","1","0.20%"
"","YandexBrowser","1","0.20%"
"","GoogleApp","1","0.20%"

"Metric","Top pages","No. of sessions"
"","https://yiqi.com.ar/","232"
"","https://www.yiqi.com.ar/","109"
"","https://yiqi.com.ar/ia-ready.html","47"
"","https://www.yiqi.com.ar/novedades.html","42"
"","https://www.yiqi.com.ar/marketplace.html","25"
"","https://yiqi.com.ar/contacto.html","24"
"","https://www.yiqi.com.ar/ia-ready.html","23"
"","https://yiqi.com.ar/index.html","23"
"","https://yiqi.com.ar/marketplace.html","21"
"","https://yiqi.com.ar/app.html","19"
"","https://yiqi.com.ar/novedades.html","19"
"","https://www.yiqi.com.ar/index.html","18"

"Metric","Smart events","No. of sessions","% of sessions"
"","Outbound click","80","15.69%"
"","Login","28","5.49%"
"","Contact us","16","3.14%"
"","Submit form","4","0.78%"
"","Order success","2","0.39%"
"","Book","2","0.39%"

"Metric","Referrer","No. of sessions"
"","yiqi.com.ar","130"
"","www.google.com","67"
"","www.yiqi.com.ar","60"
"","l.facebook.com","11"
"","diguardia.github.io","9"
"","facebook.com","5"
"","l.instagram.com","5"
"","informes.yiqi.com.ar","4"
"","m.facebook.com","4"
"","127.0.0.1","2"
"","bing.com","2"
"","cace.org.ar","2"

"Metric","JavaScript errors"
"","Sessions with JavaScript errors"
""," total JavaScript errors","3"
"","","No. of sessions","% of sessions"
"","error invoking enablebuttonsclickedmetadatalogging: java object is gone","1","33.33%"
"","error invoking postmessage: java object is gone","1","33.33%"
"","script error.","1","33.33%"

"Metric","Purchases"
"","Sessions with a purchase","No. of sessions","% of sessions"
"","","2","0.39%"

"Metric","Performance overview"
"","Score","82.53333333333333"
"","LCP (Largest Contentful Paint)","2.44s"
"","INP (Interaction to Next Paint)","248ms"
"","CLS (Cumulative Layout Shift)","0.037s"

"Metric","Bot traffic"
"webScraperBotSessions","30"
"suspiciousDeviceBotSessions","471"
"suspiciousNetworkBotSessions","60"
"suspiciousInteractionBotSessions","545"
"ppcAdFraudBotSessions","0"
"otherBotsSessions","0"
"__typename","BotTypes"
